index,average_speed,std_speed,total_distance,invalid_points,ration_invalid,original_path_distance
0,1.007880822805276,0.0457627211085244,322.7234394622493,0,0.0,320.3501039251192
1,1.003412539435116,0.0152958370346853,489.163612974619,0,0.0,487.6651618896691
2,1.003737574983188,0.018790514212055,307.14369794485555,0,0.0,306.13330057638416
3,1.0134157789104363,0.0635402071523668,261.9679788483478,0,0.0,258.65692713913
4,1.0016619706168108,0.0029623807098941,144.23932376882078,0,0.0,144.17197347745366
5,1.0017088594073993,0.0054673055238663,578.7873789655953,0,0.0,577.987942730799
6,1.00347981861267,0.0163390274551437,349.7127167865155,0,0.0,348.65331418812764
7,1.0379722049540512,0.0983341453808222,185.7970246867751,0,0.0,179.13914371318037
8,1.0058294403529513,0.0230438403529018,520.2149865505462,0,0.0,517.3054456284822
9,1.0082669040420544,0.0681945873130015,670.6991445687746,0,0.0,665.3700067849876
10,1.00617753772886,0.0327109867001701,674.3401857858819,0,0.0,670.3840898569908
11,1.005584975761924,0.0282594779509399,699.887143130299,0,0.0,696.157018511801
12,1.0061515150981817,0.0046906125949293,38.73683333127998,0,0.0,38.69121801097987
13,1.011639889759394,0.063598055937794,550.939083962966,10,0.0018358729575913,544.712089985195
14,1.0171637759988146,0.1073864570510812,370.14589808596867,0,0.0,364.06684087016566
15,1.0043523664763112,0.018724200897111,361.3659814581768,0,0.0,359.9864653239118
16,1.0031163824181184,0.0111794753651505,230.7167679561672,0,0.0,230.13716014145552
17,1.0291674424889965,0.0809183247683102,717.1238739263327,8,0.0011479408810446,696.9509400220048
18,1.0055935597323136,0.0034135123911366,40.123183033319314,0,0.0,40.08565457373412
19,1.0132791051545214,0.0778047994595395,333.77413723789937,16,0.0048558421851289,329.54825995316435
20,1.0102128680801934,0.0601067024025132,698.9662834246858,0,0.0,692.0150348415896
21,1.0067751122517334,0.0317812328227496,486.1717017063621,0,0.0,483.0611018672582
22,1.015322405179532,0.1504664512798664,538.9331326692957,0,0.0,530.9035608251806
23,1.0059873293719457,0.0392886643385828,466.87871956152,0,0.0,464.2491300465455
24,1.0019507987562175,0.0060201419537768,475.92662940920326,0,0.0,475.13868540138463
25,1.0079528704291725,0.0343475718737112,112.7899262010244,0,0.0,112.08029689057625
26,1.0104442797016926,0.1477161585851518,272.92099994742716,0,0.0,270.2973676377065
27,1.0050976212021898,0.0149286267965736,410.6828880232148,0,0.0,408.7681230470217
28,1.0106797165879526,0.0467007704650253,628.5417157460479,0,0.0,622.0631172769761
29,1.0049403677587798,0.0238634015826461,346.70442687677905,0,0.0,345.1847137769291
30,1.0030374858424682,0.0001483672833521,50.95430428079739,0,0.0,50.95277038815772
31,1.0102652387824291,0.0767831723528064,283.1773464307149,0,0.0,280.4021599458665
32,1.0316658182857517,0.1026243059598644,283.0891005376103,0,0.0,274.5913992768495
33,1.0017349979103272,0.0015080675349963,85.04730132258679,0,0.0,85.0257271533435
34,1.0059968111883528,0.0289041328179253,359.74445968095495,0,0.0,357.7380551680305
35,1.0053831239160036,0.0301985845028615,348.26471412450366,3,0.0008658008658008,346.56408720914243
36,1.0098980627866343,0.0752902147359878,219.85480826865032,0,0.0,217.84051421009946
37,1.0024858875085954,0.0048041649795174,145.05970792249377,0,0.0,144.8461472398159
38,1.0048043648185885,0.0165146720391545,161.7735027357927,0,0.0,161.17795446960184
39,1.0163397229311957,0.0424128656115635,98.2800512074466,0,0.0,96.87077800914824
40,1.0108491355073312,0.0674441970116572,785.4297782891963,0,0.0,777.1093263583969
41,1.0107840668997514,0.0239001824945126,154.85211904904187,0,0.0,153.38145239307707
42,1.0053259088879858,0.028125548857095,353.0704592014606,0,0.0,351.39522686998265
43,1.0309423091239112,0.1239478164594585,345.3656735565103,0,0.0,335.16861744275286
44,1.0159409734793707,0.0688183458617611,269.0211697773374,17,0.0064175160437901,264.9085733875555
45,1.0060294218584878,0.0210103095886566,403.61900404962535,4,0.000996760528283,401.33109509553725
46,1.0035156938955532,0.0408007324962399,543.8051545220003,0,0.0,542.0399935566359
47,1.0045466749988985,0.0256403910664942,519.2501763069305,0,0.0,517.0572006003315
48,1.0052120316530528,0.0260695653735606,594.2813531132849,0,0.0,591.351624036013
49,1.0047963085825893,0.0213624340886113,444.7228461786541,9,0.0020329794443189,442.78203527137276
50,1.004470799807532,0.0213682475535887,563.2067774520831,0,0.0,560.8214129319433
51,1.0082395101500647,0.0408144765124045,79.75174525287011,0,0.0,79.20190708709193
52,1.0077861869017588,0.0431295787736832,329.2437472608046,0,0.0,326.83014471968676
53,1.004449770139208,0.0208931004403289,527.8383542081538,161,0.0306316590563165,525.6683635753487
54,1.0102832256855117,0.0349925866354071,526.45858890472,0,0.0,521.2014153821079
55,1.0057389911788748,0.0290736991031396,379.5658952709073,167,0.0442384105960264,377.5630142785735
56,1.006244548775367,0.0364325778440719,693.101245196473,0,0.0,688.9798880309434
57,1.0075736905470565,0.0539209652603298,560.6140014203822,0,0.0,556.5564830805323
58,1.0034125788689312,0.0122854797457031,458.0578422536671,0,0.0,456.6907823735565
59,1.003609146356727,0.0123562723296127,216.779575613053,0,0.0,216.17915064147303
60,1.0080935992108646,0.0620878559703914,450.51702948733544,0,0.0,447.05089329118186
61,1.007454421623377,0.0122936336360004,68.30540978606496,0,0.0,67.99438458850904
62,1.0162612494471333,0.1306994175572252,260.1628798584661,5,0.0019523623584537,256.11939544786406
63,1.0072982255034062,0.0240705186478567,579.4986691321096,0,0.0,575.4320310106556
64,1.0032105752652654,0.0178219250037492,448.33480608604714,0,0.0,447.00031706348517
65,1.0046905307705465,0.0134492104326199,306.73201904424775,0,0.0,305.4965897300727
66,1.003024533320719,0.0123428401299563,477.13877050066594,0,0.0,475.848733672609
67,1.007563235444273,0.0451575844875963,624.6892059754493,0,0.0,620.1456735789225
68,1.0128487771702623,0.0991774827602079,148.28106097772638,0,0.0,146.51084509587145
69,1.0048347624326672,0.0145865006993591,411.6808021686638,0,0.0,409.800352148545
70,1.0493868861434317,0.2010256180340064,72.61757252112545,0,0.0,69.34477491006113
71,1.006605716381037,0.0339271546842115,344.0578338590384,13,0.0038022813688212,341.9474744600217
72,1.0111835648626326,0.0611004389339531,495.68218349566257,0,0.0,490.33616424687773
73,1.0074927376028446,0.0354941305752485,268.8998116661992,0,0.0,267.05921984721135
74,1.005456517802486,0.0256323926103872,283.33764671674066,0,0.0,281.99330274022634
75,1.007210209936777,0.0332372594596819,442.2660031832388,0,0.0,439.2966228362255
76,1.0031953539377036,0.0187509786869177,417.42958677347855,0,0.0,416.25191290940086
77,1.002727722363939,0.0123043602190144,313.15186769425816,0,0.0,312.47237389970576
78,1.0137550336641188,0.0449434318987886,324.0974842624188,0,0.0,319.8907832860895
79,1.0056952886344734,0.0404770297889615,337.5113388657292,0,0.0,335.70632863309066
80,1.033755012409984,0.0769878128871021,99.03373018887648,0,0.0,95.96286871748272
81,1.0032400524031293,0.0218730696612016,278.2987905366281,0,0.0,277.56683904455576
82,1.0121263216162109,0.0327483109033449,543.6130473400668,0,0.0,537.2471490343113
83,1.0031592635237023,0.0096661249310933,263.3293066749718,0,0.0,262.64870727390075
84,1.006273780623772,0.0302686759446575,580.8212261760413,0,0.0,577.393281881338
85,1.0090516134598986,0.067802940910271,445.8999079879292,0,0.0,442.08293853759056
86,1.0114865172295913,0.0596565559861555,130.4817607226173,0,0.0,129.11040857651602
87,1.00288746644329,0.0145194549705524,518.2922426578922,0,0.0,516.9044582606004
88,1.005588987445872,0.0256398713596357,296.6487512965322,0,0.0,295.13972275166157
89,1.0092861003066715,0.0669725303076774,168.85356458130616,0,0.0,167.4371537937049
90,1.0044433612713346,0.0178628062065589,208.42199746380192,0,0.0,207.6207825890231
91,1.010309743148641,0.0842186150658027,432.9177249391926,0,0.0,428.63218695884575
92,1.0049969790091622,0.0245578789419644,537.2713849782982,0,0.0,534.7027861019292
93,1.0076360209371291,0.034968851427155,455.1491906573014,0,0.0,451.86695336455153
94,1.0118525488137204,0.0607041842441462,481.0347017060427,50,0.010515247108307,475.5620079538
95,1.00906584020627,0.0373486564022945,415.7351261649833,7,0.0016986168405726,412.1295101533307
96,1.0023496222315842,0.0142889790883909,496.66423781575,0,0.0,495.6629562033595
97,1.0042500705375506,0.0277689819369979,274.5619692849663,0,0.0,273.5811589761275
98,1.0086165204706796,0.0419444248281401,653.7852285690946,0,0.0,648.3630725370998
99,1.019480920553205,0.0943533026891918,466.9222616133679,18,0.0039292730844793,458.10085689298955
100,1.0209994305797931,0.1065232272245661,183.37149773213088,0,0.0,179.7429159003544
101,1.0051946608625486,0.0495621028055756,189.27815464041788,0,0.0,188.40249882628035
102,1.0141120969626358,0.0459453095235401,210.8339049585321,0,0.0,208.05996176146178
103,1.0256472254174045,0.1100996743603374,95.38519196381858,0,0.0,93.13110016111025
104,1.0034884483364337,0.0168528402661152,551.216204671203,0,0.0,549.4820742181759
105,1.0041472580438646,0.0468487675550527,322.1304403804717,0,0.0,320.940403269227
106,1.0034043784986877,0.0147150626965621,543.5441518327391,0,0.0,541.8315601713978
107,1.0032288979299846,0.0152900294195619,311.1012812480883,0,0.0,310.24189376790474
108,1.002285204663136,0.0063843918304832,111.554343279007,0,0.0,111.40323836648338
109,1.021280522866134,0.093263107647447,332.73319434978646,0,0.0,325.9180748626076
110,1.0062145283505717,0.0480511195514729,461.5506041544071,0,0.0,458.8797762029333
111,1.009164673326621,0.0555255735879562,340.69399371506734,0,0.0,337.75020879212093
112,1.011791338098956,0.053286264126967,618.8115823813215,0,0.0,611.7592117376398
113,1.0061427104495138,0.0229453122664972,267.53334670852576,0,0.0,266.0773174495728
114,1.0066597140663234,0.1061847125511713,350.51891243789385,0,0.0,348.3912675927317
115,1.0016938155629278,0.0092873748354171,512.5667254235501,0,0.0,511.8383028536904
116,1.0130169297090732,0.0865619097210263,518.158159546191,0,0.0,511.63248642716525
